left_velocity,right_velocity
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
23.000000,4.066667
104.866667,86.266667
129.933333,127.200000
140.666667,159.200000
152.733333,151.866667
166.400000,163.200000
174.400000,168.933333
192.666667,178.000000
195.600000,187.000000
201.800000,186.733333
206.000000,187.066667
202.400000,193.600000
197.400000,197.066667
198.866667,200.933333
185.466667,192.400000
182.066667,198.000000
175.666667,205.866667
174.666667,203.000000
172.733333,197.666667
165.000000,202.333333
169.400000,199.666667
165.666667,200.066667
181.000000,198.066667
185.466667,198.066667
186.400000,196.533333
193.200000,201.133333
199.333333,200.400000
211.666667,199.600000
206.800000,196.533333
209.733333,201.600000
212.733333,205.266667
212.800000,202.866667
213.866667,200.133333
209.800000,204.800000
209.666667,200.600000
202.733333,205.000000
208.066667,202.133333
187.733333,184.333333
187.133333,187.533333
171.800000,179.733333
170.266667,169.733333
149.933333,170.000000
151.400000,157.066667
137.200000,153.266667
132.666667,140.400000
122.800000,136.000000
109.533333,129.600000
22.133333,69.600000
4.400000,59.933333
-11.266667,64.400000
-12.066667,55.200000
-8.066667,49.800000
-6.133333,46.266667
-5.800000,36.066667
-3.800000,27.600000
-3.866667,23.866667
-4.000000,17.066667
-3.400000,10.733333
-3.600000,5.733333
-3.066667,5.066667
-0.000000,4.333333
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
