lp1,lp2,lp3,rp1,rp2,rp3,lt1,lt2,lt3,rt1,rt2,rt3,time
0.000000, 1.094855, 2.061617, 0.596768, 0.184578, 1.044369, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 4606 
0.000000, 0.977729, 2.212169, 0.616703, 0.545358, 1.178440, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 4656 
0.000000, 1.101274, 2.104609, 0.713986, 0.211106, 1.208435, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 4706 
0.079129, 1.277917, 1.927742, 0.562004, 0.374782, 0.988923, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 4756 
0.000000, 1.028750, 2.208918, 0.696136, 0.247611, 1.497083, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 4806 
0.000000, 1.206954, 2.068776, 0.591348, 0.142686, 1.131229, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 4856 
0.064711, 0.863859, 2.333040, 0.747754, 0.171365, 1.294360, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 4906 
0.000000, 0.988767, 2.086004, 0.582077, 0.162682, 1.317283, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 4956 
0.014526, 0.768031, 2.368585, 0.528078, 0.228526, 1.384366, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 5006 
0.000000, 1.136441, 1.937919, 0.641586, 0.112656, 1.009331, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 5056 
0.071143, 0.936935, 2.310174, 0.656682, 0.209460, 1.390040, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 5106 
0.000000, 1.159999, 1.984569, 0.650772, 0.203255, 1.027584, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 5156 
0.043134, 0.937410, 2.118680, 0.738643, 0.243454, 1.278915, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 5206 
0.000000, 0.921450, 2.162947, 0.633052, 0.285458, 0.909159, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 5256 
0.000000, 1.400215, 2.101307, 0.735661, 0.634418, 0.983703, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 5306 
0.000000, 0.927600, 2.221664, 0.691941, 0.595892, 1.156176, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 5356 
0.000000, 1.329823, 1.848467, 0.756326, 0.263887, 1.305429, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 5406 
0.000000, 1.134818, 2.286066, 0.641228, 0.409753, 1.145031, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 5456 
0.000000, 1.243347, 1.968361, 0.794962, 0.316186, 1.295205, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 5506 
0.009487, 0.974750, 2.177922, 0.607171, 0.225223, 0.808209, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 5556 
0.000000, 1.088332, 2.223965, 0.678927, 0.211200, 1.098845, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 5606 
0.000000, 1.011420, 2.213547, 0.795011, 0.233936, 1.317393, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 5656 
0.000000, 1.247843, 2.042419, 0.715518, 0.197543, 0.921636, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 5706 
0.000000, 1.181660, 2.189299, 0.601681, 0.158801, 1.219979, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 5756 
0.000000, 1.046644, 2.099604, 0.597954, 0.315937, 1.311967, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 5806 
0.078962, 1.266985, 2.000668, 0.616887, 0.093471, 0.984312, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 5856 
0.000000, 0.930964, 2.288646, 0.696924, 0.361623, 1.376177, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 5906 
0.000000, 1.268789, 2.066685, 0.602106, 0.252682, 1.303846, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 5956 
0.000000, 0.845994, 2.201193, 0.512786, 0.322885, 1.205679, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 6006 
0.000000, 1.305002, 1.900741, 0.737883, 0.201760, 1.272417, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 6056 
0.000000, 1.125216, 2.193652, 0.475441, 0.721324, 1.210909, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 6106 
0.000000, 1.122222, 1.996704, 0.669205, 0.324018, 1.101674, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 6156 
0.045018, 0.913193, 2.191437, 0.653888, 0.411984, 1.145298, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 6206 
0.000000, 1.475497, 2.086678, 0.556161, 0.225464, 1.144489, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 6256 
0.000000, 1.158503, 2.206114, 0.504434, 0.457498, 0.976385, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 6306 
0.000000, 1.161727, 2.247214, 0.641071, 0.221507, 1.223774, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 6356 
0.000000, 1.501610, 1.944573, 0.764632, 0.243099, 0.929255, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 6406 
0.000000, 0.990708, 2.220982, 0.683894, 0.279416, 1.254130, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 6456 
0.000000, 1.191809, 1.928157, 0.646272, 0.235317, 1.251327, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 6506 
0.000000, 1.094888, 2.344832, 0.720753, 0.166468, 1.345739, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 6556 
0.000000, 1.429495, 1.924298, 0.635252, 0.238555, 1.163573, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 6606 
0.018437, 0.990095, 2.179088, 0.539397, 0.184661, 1.447164, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 6656 
0.000000, 1.170339, 2.044990, 0.483718, 0.371872, 0.971520, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 6706 
0.000000, 1.187810, 2.272641, 0.868700, 0.213122, 1.311872, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 6756 
0.000000, 1.245258, 2.078018, 0.690198, 0.361684, 1.223308, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 6806 
0.000000, 1.160112, 2.142858, 0.600948, 0.211298, 1.255243, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 6856 
0.000000, 1.121826, 2.188417, 0.551720, 0.453065, 1.254405, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 6906 
0.006911, 1.150678, 2.067842, 0.663293, 0.370146, 1.167558, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 6956 
0.000000, 0.935082, 2.211762, 0.623062, 0.667253, 1.070935, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 7006 
0.000000, 1.502605, 1.937338, 0.761596, 0.247365, 1.346735, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 7056 
0.000000, 0.924191, 2.182035, 0.822585, 0.294927, 1.169850, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 7106 
0.000000, 1.409165, 2.021400, 0.537834, 0.183471, 1.244060, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 7156 
0.000000, 1.066073, 2.380682, 0.588631, 0.210132, 1.106539, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 7206 
0.000000, 1.388197, 2.093828, 0.797216, 0.139676, 1.181207, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 7256 
0.000000, 0.980057, 2.158351, 0.571709, 0.149224, 1.632636, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 7306 
0.000000, 1.306254, 2.027511, 0.664454, 0.195684, 1.384244, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 7356 
0.000000, 1.297945, 2.132011, 0.493271, 0.142780, 1.132864, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 7406 
0.000000, 1.151698, 2.217881, 0.626800, 0.358375, 1.358127, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 7456 
0.000000, 1.190105, 1.923645, 0.692338, 0.237339, 0.994583, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 7506 
0.000000, 1.000059, 2.315936, 0.656629, 0.373414, 1.012218, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 7556 
0.000000, 1.044939, 1.953253, 0.646736, 0.216425, 1.029801, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 7606 
0.000000, 0.984103, 2.392480, 0.481832, 0.638772, 1.166500, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 7656 
0.000000, 1.534104, 2.081288, 0.630061, 0.393484, 1.194049, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 7706 
0.017840, 1.037296, 2.154003, 0.762501, 0.321846, 1.164219, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 7756 
0.000000, 1.268786, 2.150280, 0.520208, 0.290975, 1.197811, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 7806 
0.000000, 1.058577, 2.316311, 0.492986, 0.577114, 1.156895, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 7856 
0.000000, 1.249330, 1.995172, 0.598533, 0.376013, 0.949013, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 7906 
0.000000, 0.952529, 2.072902, 0.782375, 0.157952, 0.957554, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 7956 
0.000000, 1.169342, 2.098539, 0.649055, 0.282480, 1.548548, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 8006 
0.000000, 1.350740, 1.992105, 0.548407, 0.421437, 1.064751, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 8056 
0.000000, 0.983792, 2.242979, 0.790267, 0.200473, 1.179935, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 8106 
0.000000, 1.450298, 1.966725, 0.736368, 0.188276, 1.137044, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 8156 
0.000000, 0.916943, 2.311615, 0.715518, 0.207294, 1.178691, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 8206 
0.000000, 1.091863, 2.072519, 0.679568, 0.135669, 1.051201, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 8256 
0.000000, 0.991448, 2.333859, 0.717305, 0.080631, 1.175296, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 8306 
0.000000, 1.282529, 2.051151, 0.724662, 0.396458, 1.080065, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 8356 
0.000000, 1.064481, 2.039310, 0.605154, 0.189465, 1.579874, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 8406 
0.000000, 1.329959, 2.076741, 0.721592, 0.458429, 1.084856, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 8456 
0.000000, 1.083226, 2.186849, 0.711238, 0.068367, 1.116412, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 8506 
0.000000, 0.989353, 2.056809, 0.685833, 0.477882, 1.132343, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 8556 
0.000000, 1.336425, 1.980066, 0.776985, 0.127455, 0.988111, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 8606 
0.000000, 1.113156, 2.398870, 0.802359, 0.520753, 0.923789, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 8656 
0.000000, 1.257660, 2.138563, 0.553093, 0.340797, 1.479258, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 8706 
0.000000, 0.988566, 2.270413, 0.893105, 0.705780, 0.938815, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 8756 
0.000000, 1.354841, 2.210322, 0.726006, 0.119571, 0.983723, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 8806 
0.000000, 0.795210, 2.148063, 0.599998, 0.259207, 1.201284, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 8856 
0.000000, 1.264172, 1.956747, 0.610790, 0.324948, 1.298846, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 8906 
0.000000, 1.103504, 2.315696, 0.674820, 0.324169, 0.833154, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 8956 
0.000000, 1.227298, 2.051089, 0.651231, 0.171633, 1.129886, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 9006 
0.094117, 0.965173, 1.991767, 0.789498, 0.122015, 1.074824, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 9056 
0.000000, 1.132612, 2.165920, 0.809186, 0.227141, 1.118843, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 9106 
0.000000, 1.231289, 2.182412, 0.811013, 0.176201, 1.092232, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 9156 
0.000000, 0.761788, 2.218461, 0.563272, 0.314495, 1.136828, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 9206 
0.000000, 1.230952, 1.912469, 0.807075, 0.386301, 1.058903, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 9256 
0.000000, 1.102639, 2.253759, 0.661645, 0.194624, 1.058848, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 9306 
0.000000, 1.236110, 2.000909, 0.422742, 0.242802, 1.194973, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 9356 
0.000000, 0.974205, 2.142401, 0.588607, 0.243674, 1.445582, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 9406 
0.000000, 1.315476, 2.081669, 0.630253, 0.328205, 1.064970, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 9456 
0.000000, 1.022400, 2.135055, 0.780812, 0.199892, 1.030531, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 9506 
0.000000, 1.319643, 1.998486, 0.651928, 0.427957, 1.305813, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 9556 
0.000000, 1.309191, 2.158160, 0.601632, 0.181704, 1.136610, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 9606 
0.000000, 1.199615, 2.221555, 0.580052, 0.185647, 1.032363, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 9656 
0.000000, 1.295601, 1.966620, 0.814396, 0.156870, 1.276213, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 9706 
0.000000, 1.044709, 2.240729, 0.562024, 0.223240, 1.364940, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 9756 
0.000000, 1.467659, 1.920432, 0.649961, 0.169669, 1.064074, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 9806 
0.000000, 0.824483, 2.176600, 0.657837, 0.154157, 1.366428, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 9856 
0.000000, 1.130952, 2.000373, 0.579827, 0.163480, 1.238214, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 9906 
0.000000, 1.084032, 2.465068, 0.705643, 0.082471, 1.429507, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 9956 
0.000000, 1.071646, 2.225148, 0.845931, 0.250980, 1.083606, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 10006 
0.000000, 1.157651, 2.252037, 0.502104, 0.108936, 1.657605, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 10056 
0.000000, 1.278466, 2.082504, 0.450779, 0.441133, 1.103864, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 10106 
0.000000, 1.138050, 2.044557, 0.659774, 0.151844, 1.233939, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 10156 
0.000000, 1.169426, 2.210303, 0.505831, 0.271923, 1.127420, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 10206 
0.000000, 1.426948, 2.100146, 0.578864, 0.164238, 1.321292, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 10256 
0.000000, 0.898781, 2.398740, 0.541985, 0.543191, 0.979268, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 10306 
0.000000, 1.442624, 1.868404, 0.587792, 0.090425, 1.353251, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 10356 
0.000000, 1.024195, 2.333221, 0.654780, 0.601149, 1.111985, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 10406 
0.000000, 1.387562, 1.965744, 0.611044, 0.358334, 1.342157, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 10456 
0.000000, 0.874379, 2.169030, 0.638743, 0.367138, 1.556339, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 10506 
0.000000, 1.481774, 2.011887, 0.423716, 0.174210, 1.119006, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 10556 
0.000000, 1.222626, 2.228387, 0.742952, 0.281932, 1.094110, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 10606 
0.000000, 1.096864, 2.019111, 0.696596, 0.211257, 1.240678, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 10656 
0.000000, 1.247709, 2.022987, 0.722688, 0.209981, 1.179725, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 10706 
0.000000, 1.076754, 2.293990, 0.557561, 0.322101, 1.501093, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 10756 
0.000000, 1.057688, 1.957851, 0.653060, 0.128452, 1.129855, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 10806 
0.000000, 0.823590, 2.242864, 0.630415, 0.197964, 1.065242, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 10856 
0.000000, 1.617041, 1.964025, 0.506833, 0.218216, 1.176887, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 10906 
0.000000, 1.081741, 2.113668, 0.696613, 0.380992, 1.091682, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 10956 
0.000000, 1.391559, 1.893979, 0.865617, 0.319187, 0.849215, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 11006 
0.000000, 0.981309, 2.342330, 0.734839, 0.230032, 1.210883, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 11056 
0.000000, 1.180745, 2.060529, 0.570351, 0.291364, 1.177533, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 11106 
0.048759, 1.281182, 2.322020, 0.584144, 0.397237, 1.164103, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 11156 
0.000000, 1.243671, 2.058309, 0.663062, 0.549940, 0.944059, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 11206 
0.000000, 1.278248, 2.019149, 0.737883, 0.149100, 1.052730, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 11256 
0.000000, 1.066060, 2.244685, 0.644029, 0.266245, 1.208112, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 11306 
0.000000, 1.220110, 2.026000, 0.606558, 0.268716, 1.138161, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 11356 
0.000000, 0.920719, 2.161203, 0.529080, 0.220396, 1.484899, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 11406 
0.000000, 1.305071, 1.922257, 0.934606, 0.178712, 1.334027, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 11456 
0.000000, 0.901750, 2.401193, 0.612649, 0.137359, 1.327313, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 11506 
0.000000, 1.374660, 2.244709, 0.631106, 0.222601, 1.232814, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 11556 
0.000000, 1.055857, 2.283783, 0.562949, 0.110123, 1.462511, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 11606 
0.000000, 1.248405, 1.969775, 0.609096, 0.290528, 1.047801, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 11656 
0.000000, 1.287291, 2.088214, 0.592400, 0.103835, 1.224105, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 11706 
0.000000, 1.181944, 2.027410, 0.798711, 0.287520, 1.354461, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 11756 
0.000000, 1.406804, 1.912260, 0.767942, 0.235706, 1.402171, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 11806 
0.000000, 1.076256, 2.312856, 0.708065, 0.359560, 1.088145, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 11856 
0.000000, 1.255733, 1.829498, 0.429415, 0.193905, 1.262944, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 11906 
0.000000, 0.894458, 2.331745, 0.560077, 0.677284, 0.992452, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 11956 
0.000000, 1.215839, 2.078717, 0.712615, 0.266069, 1.135000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 12006 
0.000000, 1.046562, 2.359473, 0.667087, 0.299617, 1.104567, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 12056 
0.000000, 1.248171, 1.957684, 0.545553, 0.152336, 1.149667, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 12106 
0.000000, 1.156608, 2.096580, 0.635403, 0.458773, 1.156964, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 12156 
0.000000, 1.134662, 2.092362, 0.790466, 0.167732, 1.142577, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 12206 
0.000000, 1.068952, 2.133532, 0.652066, 0.260732, 1.184172, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 12256 
0.000000, 0.998861, 2.237371, 0.509123, 0.159442, 1.742368, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 12306 
0.000000, 1.187906, 1.974674, 0.505508, 0.100133, 0.985018, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 12356 
0.000000, 0.981801, 2.354721, 0.704213, 0.186387, 1.238977, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 12406 
0.000000, 1.430441, 1.992597, 0.765394, 0.239196, 1.104895, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 12456 
0.000000, 1.050639, 2.460482, 0.522112, 0.207814, 1.313559, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 12506 
0.000000, 1.230871, 2.071917, 0.500202, 0.227492, 1.248796, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 12556 
0.000000, 0.835832, 2.216508, 0.704386, 0.223600, 1.486031, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 12606 
0.000000, 1.374149, 2.211254, 0.710337, 0.221982, 1.316595, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 12656 
0.000000, 1.117868, 2.338719, 0.746309, 0.224148, 1.268291, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 12706 
0.000000, 0.958557, 2.162145, 0.683677, 0.284636, 1.398501, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 12756 
0.000000, 1.257277, 2.173102, 0.712521, 0.395933, 1.465573, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 12806 
0.000000, 1.205744, 2.244302, 0.609130, 0.520651, 1.063816, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 12856 
0.000000, 1.080507, 2.122059, 0.833961, 0.163855, 1.209218, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 12906 
0.000000, 0.891683, 2.364179, 0.501949, 0.217481, 1.410820, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 12956 
0.000000, 1.348898, 2.047144, 0.550537, 0.347204, 1.389264, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 13006 
0.000000, 0.945489, 2.159500, 0.732080, 0.322732, 0.955215, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 13056 
0.000000, 1.406429, 1.912561, 0.702285, 0.272618, 1.208380, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 13106 
0.000000, 0.924579, 2.365152, 0.807257, 0.289238, 1.031136, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 13156 
0.000000, 1.029496, 2.217348, 0.629709, 0.244269, 1.177729, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 13206 
0.000000, 1.013269, 2.058676, 0.613281, 0.204450, 1.216736, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 13256 
0.000000, 1.261108, 2.095623, 0.589005, 0.308799, 1.392723, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 13306 
0.000000, 1.127421, 1.965411, 0.694517, 0.171592, 1.519776, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 13356 
0.000000, 0.915697, 2.451478, 0.552884, 0.305645, 1.244038, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 13406 
0.000000, 1.172486, 2.051224, 0.537523, 0.173867, 1.298686, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 13456 
0.000000, 0.730628, 2.407612, 0.729694, 0.241690, 1.274300, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 13506 
0.000000, 1.201439, 1.970174, 0.462513, 0.254958, 1.295743, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 13556 
0.000000, 0.948635, 2.239513, 0.660760, 0.259179, 1.055280, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 13606 
0.000000, 1.328322, 2.098359, 0.405311, 0.219213, 1.578693, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 13656 
0.000000, 0.788499, 2.393444, 0.516561, 0.477955, 1.202625, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 35.000000, 13706 
