lp1,lp2,lp3,rp1,rp2,rp3,lt1,lt2,lr3,rt1,rt2,rt3,time
0.000000, 0.000000, 1.257872, 0.898788, 0.000000, 0.333727, 30.000000, 30.000000, 30.000000, 30.000000, 30.000000, 30.000000, 7606 
0.000000, 0.000000, 1.068089, 1.121400, 0.000000, 0.216491, 30.000000, 30.000000, 30.000000, 30.000000, 30.000000, 30.000000, 7656 
0.000000, 0.000000, 1.184629, 1.477277, 0.000000, 0.620370, 30.000000, 30.000000, 30.000000, 30.000000, 30.000000, 30.000000, 7706 
0.000000, 0.000000, 1.193303, 0.748044, 0.000000, 0.263765, 30.000000, 30.000000, 30.000000, 30.000000, 30.000000, 30.000000, 7756 
0.000000, 0.000000, 1.124939, 1.031345, 0.000000, 0.356684, 30.000000, 30.000000, 30.000000, 30.000000, 30.000000, 30.000000, 7806 
0.000000, 0.000000, 1.151362, 0.972166, 0.000000, 0.124065, 30.000000, 30.000000, 30.000000, 30.000000, 30.000000, 30.000000, 7856 
0.000000, 0.000000, 0.971779, 0.989839, 0.000000, 0.372529, 30.000000, 30.000000, 30.000000, 30.000000, 30.000000, 30.000000, 7906 
0.000000, 0.000000, 1.290511, 0.890252, 0.000000, 0.143850, 30.000000, 30.000000, 30.000000, 30.000000, 30.000000, 30.000000, 7956 
0.000000, 0.000000, 1.004415, 1.262601, 0.000000, 0.738409, 30.000000, 30.000000, 30.000000, 30.000000, 30.000000, 30.000000, 8006 
0.000000, 0.000000, 1.267925, 1.039263, 0.000000, 0.384012, 30.000000, 30.000000, 30.000000, 30.000000, 30.000000, 30.000000, 8056 
0.000000, 0.000000, 1.096224, 0.539118, 0.000000, 0.422537, 30.000000, 30.000000, 30.000000, 30.000000, 30.000000, 30.000000, 8106 
0.000000, 0.000000, 1.153591, 1.469509, 0.000000, 0.187829, 30.000000, 30.000000, 30.000000, 30.000000, 30.000000, 30.000000, 8156 
0.000000, 0.000000, 1.060722, 1.049393, 0.000000, 0.447686, 30.000000, 30.000000, 30.000000, 30.000000, 30.000000, 30.000000, 8206 
0.000000, 0.000000, 1.207895, 0.901710, 0.034691, 0.243049, 30.000000, 30.000000, 30.000000, 30.000000, 30.000000, 30.000000, 8256 
0.000000, 0.000000, 1.184854, 0.922779, 0.000000, 0.283384, 30.000000, 30.000000, 30.000000, 30.000000, 30.000000, 30.000000, 8306 
0.000000, 0.000000, 1.016013, 1.401841, 0.000000, 0.285626, 30.000000, 30.000000, 30.000000, 30.000000, 30.000000, 30.000000, 8356 
0.000000, 0.000000, 1.263159, 0.959384, 0.000000, 0.520431, 30.000000, 30.000000, 30.000000, 30.000000, 30.000000, 30.000000, 8406 
0.000000, 0.000000, 1.122300, 1.073686, 0.000000, 0.206006, 30.000000, 30.000000, 30.000000, 30.000000, 30.000000, 30.000000, 8456 
0.000000, 0.000000, 1.198585, 0.957826, 0.000000, 0.355511, 30.000000, 30.000000, 30.000000, 30.000000, 30.000000, 30.000000, 8506 
0.000000, 0.000000, 1.076335, 1.063785, 0.000000, 0.389808, 30.000000, 30.000000, 30.000000, 30.000000, 30.000000, 30.000000, 8556 
0.000000, 0.000000, 1.212775, 0.843599, 0.000000, 0.316159, 30.000000, 30.000000, 30.000000, 30.000000, 30.000000, 30.000000, 8606 
0.000000, 0.000000, 0.973920, 1.317179, 0.000000, 0.638687, 30.000000, 30.000000, 30.000000, 30.000000, 30.000000, 30.000000, 8656 
0.000000, 0.000000, 1.233450, 1.052012, 0.000000, 0.438197, 30.000000, 30.000000, 30.000000, 30.000000, 30.000000, 30.000000, 8706 
0.000000, 0.000000, 1.189180, 0.640577, 0.012946, 0.402311, 30.000000, 30.000000, 30.000000, 30.000000, 30.000000, 30.000000, 8756 
0.000000, 0.000000, 1.124113, 1.091401, 0.000000, 0.096090, 30.000000, 30.000000, 30.000000, 30.000000, 30.000000, 30.000000, 8806 
0.000000, 0.000000, 1.199256, 1.287877, 0.000000, 0.248855, 30.000000, 30.000000, 30.000000, 30.000000, 30.000000, 30.000000, 8856 
0.015747, 0.000000, 1.094914, 0.941250, 0.000000, 0.263533, 30.000000, 30.000000, 30.000000, 30.000000, 30.000000, 30.000000, 8906 
0.000000, 0.000000, 1.245708, 0.886965, 0.000000, 0.166549, 30.000000, 30.000000, 30.000000, 30.000000, 30.000000, 30.000000, 8956 
0.000000, 0.000000, 1.000021, 1.598781, 0.000000, 0.183338, 30.000000, 30.000000, 30.000000, 30.000000, 30.000000, 30.000000, 9006 
0.000000, 0.000000, 1.223670, 0.950228, 0.000000, 0.404670, 30.000000, 30.000000, 30.000000, 30.000000, 30.000000, 30.000000, 9056 
0.000000, 0.000000, 1.117119, 1.087273, 0.000000, 0.252997, 30.000000, 30.000000, 30.000000, 30.000000, 30.000000, 30.000000, 9106 
0.000000, 0.000000, 1.189085, 1.005712, 0.000000, 0.339690, 30.000000, 30.000000, 30.000000, 30.000000, 30.000000, 30.000000, 9156 
